target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.33205	0.678394
NM_001305290.1	963	864	216	264.701
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	1	0.4778
NM_001305293.1	2561	2462	288	123.857
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	197	58.8889
NM_001305296.1	1113	1014	469	489.724
NM_001305297.1	2361	2262	0	0
NM_001305298.1	681	582	33.2499	60.49
NM_001305299.1	1313	1214	0	0
NM_001305300.1	2361	2262	3	1.40425
NM_001305301.1	5652	5553	211.222	40.2742
NM_001305302.1	1626	1527	7	4.85372
NM_001305303.1	1254	1155	4	3.66686
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	90.2648	28.6404
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	4	2.5498
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	37	53.373
NM_001305311.1	1912	1813	1.43568	0.838445
NM_001305312.1	3517	3418	96.014	29.7426
NM_001305313.2	1779	1680	1255.68	791.379
NM_001305314.1	524	425	1371	3415.58
NM_001305315.1	1100	1001	18.238	19.2912
NM_001305316.1	3845	3746	2	0.565299
NM_001305317.1	1655	1556	42	28.5796
NM_001305318.1	772	673	3190	5018.71
NM_001305319.1	2422	2323	10	4.55792
NM_001305320.1	1257	1158	13	11.8864
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	55.9435	31.9145
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	3	0.667595
NM_001305325.1	1260	1161	279.83	255.199
NM_001305326.1	2144	2045	3	1.55326
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	108	86.564
NM_001305329.1	3088	2989	3.93481	1.39384
NM_001305330.1	1983	1884	13	7.30598
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	155	64.4093
NM_001305333.1	1727	1628	942	612.65
NM_001305334.1	1170	1071	1	0.988614
NM_001305335.1	1420	1321	117	93.7776
NM_001305336.1	1301	1202	8	7.04696
NM_001305337.1	3182	3083	256	87.919
NM_001305338.1	561	462	393	900.672
NM_001305339.1	1063	964	15	16.4752
NM_001305340.1	1914	1815	278	162.175
NM_001305341.1	3018	2919	12.9194	4.68623
NM_001305342.1	1568	1469	10	7.20766
NM_001305343.1	381	282	1232	4625.7
NM_001305344.1	1713	1614	9	5.90412
NM_001305345.1	478	379	1.02223	2.85578
NM_001305346.1	794	695	0.00656708	0.0100047
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	5.55305	3.06709
NM_001305350.1	1904	1805	2.28536	1.34058
NM_001305351.1	1392	1293	1	0.818875
NM_001305352.1	874	775	1928.97	2635.36
NM_001305353.1	1804	1705	6	3.726
NM_001305354.1	2065	1966	27.6231	14.8767
NM_001305355.1	2154	2055	2028.48	1045.14
NM_001305356.1	5728	5629	105.852	19.9105
NM_001305358.1	1594	1495	28	19.8305
NM_001305359.1	1918	1819	7.45094	4.33705
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	7	8.34644
NM_001305362.1	2744	2645	752	301.029
NM_001305363.1	1608	1509	1727	1211.77
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	39	28.5373
NM_001305367.1	523	424	545.354	1361.85
NM_001305368.2	1716	1617	10.0997	6.61324
NM_001305369.2	583	484	2234	4887.13
NM_001305370.1	1788	1689	35.4873	22.2464
NM_001305371.1	1531	1432	2.16838	1.60327
NM_001305372.1	792	693	353	539.334
NM_001305373.1	1593	1494	161.243	114.274
NM_001305375.1	527	428	45	111.323
NM_001305376.1	674	575	379.829	699.418
NM_001305377.1	3063	2964	52.891	18.8938
NM_001305378.1	3255	3156	23.142	7.76392
NM_001305379.1	5926	5827	23.1021	4.1978
NM_001305380.1	2571	2472	20.3715	8.72553
NM_001305381.2	1961	1862	71.9056	40.8883
NM_001308835.1	2208	2109	30.8715	15.4988
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	80	64.17
NM_001308844.1	1404	1305	1	0.811345
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	3	2.24323
NM_001308857.1	1022	923	13	14.9128
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	26	44.2587
NM_001308865.1	1958	1859	3	1.70867
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	40	19.5532
NM_001308876.1	1452	1353	77	60.2572
NM_001308878.1	2290	2191	11.9313	5.76583
NM_001308879.1	2688	2589	89	36.3977
NM_001308882.2	1264	1165	19	17.2681
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	199	67.2097
NM_001308888.2	637	538	477.068	938.888
NM_001308889.1	1663	1564	287	194.295
NM_001308892.1	549	450	2	4.7058
NM_001308896.1	1002	903	2.23441	2.61994
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	1.49562	0.721772
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	14	10.3226
NM_001308906.2	2136	2037	182.307	94.7607
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	26	15.8486
NM_001308913.1	2259	2160	23.5798	11.5585
NM_001308915.1	1541	1442	3	2.20279
NM_001308918.1	965	866	7.22319	8.83135
NM_001308924.1	3079	2980	32	11.3697
NM_001319969.1	1722	1623	22	14.3523
NM_001319970.1	1068	969	77	84.1362
NM_001367274.1	1042	943	0.000250432	0.000281187
NM_001367275.1	1033	934	4.51994	5.12392
NM_001367293.1	2261	2162	63.4665	31.0817
NM_001367294.1	2136	2037	182.307	94.7607
NM_001367295.1	2230	2131	0	0
NM_001367296.1	2105	2006	67.9376	35.8587
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	0	0
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.179162	0.0358393
XM_011413590.3	5222	5123	22.2327	4.59499
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	14	5.08692
XM_011413623.3	1877	1778	25	14.8876
XM_011413624.3	2409	2310	10	4.58357
XM_011413626.3	5017	4918	1	0.215292
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	24	25.72
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0.999988	0.590185
XM_011413649.3	806	707	1436	2150.56
XM_011413651.3	3224	3125	15	5.08227
XM_011413652.3	3776	3677	65.6573	18.9063
XM_011413653.3	3811	3712	0.00409666	0.00116852
XM_011413654.3	3795	3696	0.338616	0.0970043
XM_011413655.3	2831	2732	10.3201	3.99964
XM_011413656.3	5026	4927	0	0
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	0	0
XM_011413660.3	4856	4757	13	2.89352
XM_011413662.3	1889	1790	0	0
XM_011413664.3	2379	2280	1.17039	0.543513
XM_011413665.3	2523	2424	52	22.7136
XM_011413666.3	2845	2746	32.61	12.5738
XM_011413667.3	2122	2023	1.03053e-07	5.39364e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	8.9941	5.05199
XM_011413671.3	2089	1990	0	0
XM_011413672.3	2083	1984	45.0059	24.0184
XM_011413673.3	2083	1984	0	0
XM_011413674.3	2009	1910	0	0
XM_011413675.3	1464	1365	0	0
XM_011413676.3	4562	4463	8.56622	2.03226
XM_011413677.3	5397	5298	0	0
XM_011413678.3	4041	3942	26.4338	7.10001
XM_011413680.3	2785	2686	4	1.57678
XM_011413681.3	1518	1419	0	0
XM_011413682.3	1820	1721	0	0
XM_011413683.3	2233	2134	0	0
XM_011413684.3	772	673	0	0
XM_011413685.3	631	532	1	1.99024
XM_011413697.3	1818	1719	19	11.7029
XM_011413700.3	4553	4454	3.49113	0.829911
XM_011413701.3	1168	1069	0	0
