target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	1	0.874823
NM_001305289.1	2178	2079	0	0
NM_001305290.1	963	864	165	261.961
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	1	0.619008
NM_001305293.1	2561	2462	203	113.103
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	191	73.9692
NM_001305296.1	1113	1014	209	282.732
NM_001305297.1	2361	2262	24	14.5541
NM_001305298.1	681	582	19.0209	44.8306
NM_001305299.1	1313	1214	1	1.12992
NM_001305300.1	2361	2262	3	1.81926
NM_001305301.1	5652	5553	68.7843	16.9914
NM_001305302.1	1626	1527	10	8.98312
NM_001305303.1	1254	1155	12	14.2517
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	129.934	53.4111
NM_001305306.1	1631	1532	5	4.4769
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.825841
NM_001305309.1	1685	1586	0	0
NM_001305310.1	833	734	7	13.0818
NM_001305311.1	1912	1813	1	0.756604
NM_001305312.1	3517	3418	46.7307	18.7541
NM_001305313.2	1779	1680	858.448	700.924
NM_001305314.1	524	425	1068	3447.06
NM_001305315.1	1100	1001	45	61.6658
NM_001305316.1	3845	3746	4	1.46473
NM_001305317.1	1655	1556	18	15.8683
NM_001305318.1	772	673	2174	4431.09
NM_001305319.1	2422	2323	22	12.9909
NM_001305320.1	1257	1158	6	7.10737
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	44.0717	32.5723
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	1.04684	0.301803
NM_001305325.1	1260	1161	164.896	194.824
NM_001305326.1	2144	2045	0	0
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	73	75.803
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	17	12.3775
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	140	75.3693
NM_001305333.1	1727	1628	944	795.397
NM_001305334.1	1170	1071	3	3.84236
NM_001305335.1	1420	1321	351	364.477
NM_001305336.1	1301	1202	6	6.8472
NM_001305337.1	3182	3083	226	100.554
NM_001305338.1	561	462	715	2122.9
NM_001305339.1	1063	964	6	8.53769
NM_001305340.1	1914	1815	156	117.9
NM_001305341.1	3018	2919	13.3367	6.2673
NM_001305342.1	1568	1469	11	10.2716
NM_001305343.1	381	282	1064	5175.58
NM_001305344.1	1713	1614	8	6.79912
NM_001305345.1	478	379	2.69728	9.76231
NM_001305346.1	794	695	116.445	229.827
NM_001305347.1	529	430	1	3.19005
NM_001305348.1	5074	4975	2	0.551446
NM_001305349.1	2016	1917	0	0
NM_001305350.1	1904	1805	2.27676	1.73024
NM_001305351.1	1392	1293	5	5.30442
NM_001305352.1	874	775	924	1635.45
NM_001305353.1	1804	1705	0	0
NM_001305354.1	2065	1966	11.6308	8.11505
NM_001305355.1	2154	2055	665.76	444.398
NM_001305356.1	5728	5629	69.7558	16.9987
NM_001305358.1	1594	1495	21	19.2683
NM_001305359.1	1918	1819	0	0
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	8	12.3579
NM_001305362.1	2744	2645	378	196.034
NM_001305363.1	1608	1509	1045	949.934
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	42	39.815
NM_001305367.1	523	424	268.875	869.864
NM_001305368.2	1716	1617	2.39453	2.03131
NM_001305369.2	583	484	1104	3128.89
NM_001305370.1	1788	1689	37.7811	30.684
NM_001305371.1	1531	1432	3	2.87372
NM_001305372.1	792	693	313	619.551
NM_001305373.1	1593	1494	275	252.492
NM_001305375.1	527	428	57	182.683
NM_001305376.1	674	575	164.257	391.852
NM_001305377.1	3063	2964	74.7343	34.5866
NM_001305378.1	3255	3156	17.2587	7.50131
NM_001305379.1	5926	5827	27.2054	6.40437
NM_001305380.1	2571	2472	11.4876	6.37451
NM_001305381.2	1961	1862	79.8395	58.8172
NM_001308835.1	2208	2109	17	11.057
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	86	89.3698
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	0	0
NM_001308855.1	1515	1416	2	1.93746
NM_001308857.1	1022	923	14	20.8062
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	14	30.8748
NM_001308865.1	1958	1859	3	2.21365
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	38	24.0653
NM_001308876.1	1452	1353	154	156.131
NM_001308878.1	2290	2191	28.9179	18.1047
NM_001308879.1	2688	2589	48	25.4317
NM_001308882.2	1264	1165	52	61.2271
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	138	60.382
NM_001308888.2	637	538	164.348	419.034
NM_001308889.1	1663	1564	126	110.51
NM_001308892.1	549	450	7	21.3379
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	3.29111	2.05765
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	21	20.06
NM_001308906.2	2136	2037	0	0
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	21	16.5839
NM_001308913.1	2259	2160	2.32882	1.47893
NM_001308915.1	1541	1442	7	6.65885
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	6	2.76186
NM_001319969.1	1722	1623	10	8.45177
NM_001319970.1	1068	969	39	55.2086
NM_001367274.1	1042	943	0.000698128	0.00101552
NM_001367275.1	1033	934	11.7821	17.3039
NM_001367293.1	2261	2162	43.0629	27.3221
NM_001367294.1	2136	2037	252.79	170.23
NM_001367295.1	2230	2131	1.37293	0.883756
NM_001367296.1	2105	2006	76.8879	52.5767
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	3	1.25005
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.127696	0.0330934
XM_011413590.3	5222	5123	36.6899	9.824
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	3	1.41221
XM_011413623.3	1877	1778	23	17.7444
XM_011413624.3	2409	2310	5	2.9691
XM_011413626.3	5017	4918	1	0.278919
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	0	0
XM_011413636.3	1087	988	15	20.8257
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1236	2398.09
XM_011413651.3	3224	3125	13	5.70636
XM_011413652.3	3776	3677	222.993	83.1886
XM_011413653.3	3811	3712	8.69909e-05	3.21464e-05
XM_011413654.3	3795	3696	0.0069762	0.00258912
XM_011413655.3	2831	2732	0	0
XM_011413656.3	5026	4927	20.437	5.68985
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	0	0
XM_011413659.3	4990	4891	1.86972	0.524378
XM_011413660.3	4856	4757	30.6668	8.84303
XM_011413662.3	1889	1790	2	1.53265
XM_011413664.3	2379	2280	4.06139	2.44347
XM_011413665.3	2523	2424	34	19.2403
XM_011413666.3	2845	2746	26.9651	13.47
XM_011413667.3	2122	2023	0	0
