target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	0.0329956	0.0160262
NM_001305290.1	963	864	203	237.253
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	1	0.45568
NM_001305293.1	2561	2462	307	125.916
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	237	67.5662
NM_001305296.1	1113	1014	395	393.359
NM_001305297.1	2361	2262	15	6.6962
NM_001305298.1	681	582	15.7437	27.3159
NM_001305299.1	1313	1214	9.81366	8.16286
NM_001305300.1	2361	2262	5	2.23207
NM_001305301.1	5652	5553	147.61	26.8423
NM_001305302.1	1626	1527	0	0
NM_001305303.1	1254	1155	3	2.62282
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	66.9484	20.2588
NM_001305306.1	1631	1532	2	1.31826
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	3	1.82382
NM_001305309.1	1685	1586	2	1.27338
NM_001305310.1	833	734	47	64.6594
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	105.036	31.031
NM_001305313.2	1779	1680	825.334	496.078
NM_001305314.1	524	425	1455	3457.04
NM_001305315.1	1100	1001	18.4759	18.6381
NM_001305316.1	3845	3746	7	1.88695
NM_001305317.1	1655	1556	37	24.0117
NM_001305318.1	772	673	3383	5075.95
NM_001305319.1	2422	2323	16	6.95506
NM_001305320.1	1257	1158	12	10.4641
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	25.7884	14.0306
NM_001305323.1	1697	1598	1	0.631907
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	126.767	110.257
NM_001305326.1	2144	2045	3	1.48135
NM_001305327.1	1474	1375	1	0.734391
NM_001305328.1	1420	1321	71	54.2732
NM_001305329.1	3088	2989	1.49951	0.506587
NM_001305330.1	1983	1884	14	7.50373
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	247	97.8876
NM_001305333.1	1727	1628	1026	636.389
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	100	76.4411
NM_001305336.1	1301	1202	15	12.6013
NM_001305337.1	3182	3083	233	76.3154
NM_001305338.1	561	462	607	1326.71
NM_001305339.1	1063	964	17.7199	18.5615
NM_001305340.1	1914	1815	203	112.94
NM_001305341.1	3018	2919	9.25203	3.20061
NM_001305342.1	1568	1469	16	10.9984
NM_001305343.1	381	282	1138	4074.96
NM_001305344.1	1713	1614	5	3.12821
NM_001305345.1	478	379	0	0
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	1	2.34834
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	2.11334	1.11321
NM_001305350.1	1904	1805	1.16232	0.650247
NM_001305351.1	1392	1293	0	0
NM_001305352.1	874	775	1774	2311.44
NM_001305353.1	1804	1705	1	0.592251
NM_001305354.1	2065	1966	42.6343	21.898
NM_001305355.1	2154	2055	1173.6	576.687
NM_001305356.1	5728	5629	145.784	26.1522
NM_001305358.1	1594	1495	59	39.8511
NM_001305359.1	1918	1819	38.3187	21.272
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	9	10.2343
NM_001305362.1	2744	2645	659	251.588
NM_001305363.1	1608	1509	349	233.543
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	47	32.7989
NM_001305367.1	523	424	556.501	1325.35
NM_001305368.2	1716	1617	10.9442	6.83443
NM_001305369.2	583	484	1937	4041.24
NM_001305370.1	1788	1689	21.3389	12.7577
NM_001305371.1	1531	1432	2	1.41032
NM_001305372.1	792	693	451	657.163
NM_001305373.1	1593	1494	144	97.3289
NM_001305375.1	527	428	42.9481	101.328
NM_001305376.1	674	575	385.804	677.53
NM_001305377.1	3063	2964	60.6874	20.6752
NM_001305378.1	3255	3156	5.91238	1.89171
NM_001305379.1	5926	5827	20.965	3.63313
NM_001305380.1	2571	2472	13.5852	5.54943
NM_001305381.2	1961	1862	63.8148	34.6076
NM_001308835.1	2208	2109	12	5.74559
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	81	61.9642
NM_001308844.1	1404	1305	0	0
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0	0
NM_001308854.1	2445	2346	3.37844	1.45418
NM_001308855.1	1515	1416	10.1417	7.23231
NM_001308857.1	1022	923	22	24.0686
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	22	35.716
NM_001308865.1	1958	1859	1	0.543189
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	58	27.0396
NM_001308876.1	1452	1353	216	161.208
NM_001308878.1	2290	2191	19.8689	9.15717
NM_001308879.1	2688	2589	80	31.2024
NM_001308882.2	1264	1165	64	55.4733
NM_001308885.1	1854	1755	0	0
NM_001308886.1	3234	3135	204	65.7087
NM_001308888.2	637	538	41.6596	78.192
NM_001308889.1	1663	1564	604	389.969
NM_001308892.1	549	450	7	15.7078
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	3.25768	1.49935
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	59	41.4885
NM_001308906.2	2136	2037	0.0022844	0.00113243
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	27	15.6962
NM_001308913.1	2259	2160	4.62408	2.16173
NM_001308915.1	1541	1442	15	10.504
NM_001308918.1	965	866	2.86787	3.34404
NM_001308924.1	3079	2980	3	1.01656
NM_001319969.1	1722	1623	27	16.7987
