target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1	0.466549
NM_001305290.1	963	864	189	212.178
NM_001305291.1	722	623	2	3.11382
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	341	134.344
NM_001305294.1	435	336	1	2.88677
NM_001305295.1	3641	3542	163	44.6365
NM_001305296.1	1113	1014	535	511.761
NM_001305297.1	2361	2262	0	0
NM_001305298.1	681	582	21.1829	35.3032
NM_001305299.1	1313	1214	2.1947	1.75351
NM_001305300.1	2361	2262	6	2.57282
NM_001305301.1	5652	5553	122.01	21.3117
NM_001305302.1	1626	1527	2	1.27041
NM_001305303.1	1254	1155	8	6.7183
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	46.8958	13.631
NM_001305306.1	1631	1532	3	1.89939
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	0	0
NM_001305309.1	1685	1586	2	1.22315
NM_001305310.1	833	734	34	44.9298
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	145.909	41.4057
NM_001305313.2	1779	1680	994.797	574.35
NM_001305314.1	524	425	2024	4619.27
NM_001305315.1	1100	1001	18.3729	17.8031
NM_001305316.1	3845	3746	3	0.776792
NM_001305317.1	1655	1556	38	23.6878
NM_001305318.1	772	673	2609	3760.2
NM_001305319.1	2422	2323	16	6.68071
NM_001305320.1	1257	1158	9	7.53851
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	38.2932	20.0122
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	2	0.407715
NM_001305325.1	1260	1161	193.737	161.857
NM_001305326.1	2144	2045	3	1.42292
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	65	47.7268
NM_001305329.1	3088	2989	5.71198	1.85358
NM_001305330.1	1983	1884	23	11.8413
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	217.017	82.6127
NM_001305333.1	1727	1628	1911	1138.56
NM_001305334.1	1170	1071	0	0
NM_001305335.1	1420	1321	481	353.178
NM_001305336.1	1301	1202	7	5.64866
NM_001305337.1	3182	3083	174	54.7428
NM_001305338.1	561	462	378	793.599
NM_001305339.1	1063	964	29	29.1791
NM_001305340.1	1914	1815	226	120.777
NM_001305341.1	3018	2919	16.7566	5.56806
NM_001305342.1	1568	1469	17	11.2248
NM_001305343.1	381	282	1483	5100.86
NM_001305344.1	1713	1614	9	5.40867
NM_001305345.1	478	379	7.28895	18.6542
NM_001305346.1	794	695	183.885	256.634
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	7.80958	3.95146
NM_001305350.1	1904	1805	5.89764	3.16922
NM_001305351.1	1392	1293	4.55204	3.41475
NM_001305352.1	874	775	2034	2545.66
NM_001305353.1	1804	1705	8	4.55111
NM_001305354.1	2065	1966	50.446	24.8883
NM_001305355.1	2154	2055	2474.47	1167.95
NM_001305356.1	5728	5629	120.629	20.786
NM_001305358.1	1594	1495	35	22.708
NM_001305359.1	1918	1819	8.62044	4.59672
NM_001305360.1	1214	1115	6.01834	5.23545
NM_001305361.1	987	888	12	13.1075
NM_001305362.1	2744	2645	1160	425.387
NM_001305363.1	1608	1509	1237	795.119
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	72	48.2631
NM_001305367.1	523	424	513.314	1174.27
NM_001305368.2	1716	1617	10.0136	6.00664
NM_001305369.2	583	484	2101	4210.49
NM_001305370.1	1788	1689	65.3932	37.5538
NM_001305371.1	1531	1432	6	4.06406
NM_001305372.1	792	693	427	597.649
NM_001305373.1	1593	1494	157	101.93
NM_001305375.1	527	428	36	81.585
NM_001305376.1	674	575	624.271	1053.07
NM_001305377.1	3063	2964	61.1834	20.022
NM_001305378.1	3255	3156	31.908	9.8065
NM_001305379.1	5926	5827	24.3754	4.05749
NM_001305380.1	2571	2472	20.5411	8.05984
NM_001305381.2	1961	1862	45.9557	23.9393
NM_001308835.1	2208	2109	6.25249	2.8756
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	85	62.4592
NM_001308844.1	1404	1305	3	2.22978
NM_001308845.1	1170	1071	0	0
NM_001308852.1	818	719	0.386935	0.521988
NM_001308854.1	2445	2346	1.41252	0.584009
NM_001308855.1	1515	1416	1.04428	0.715328
NM_001308857.1	1022	923	23	24.1701
NM_001308859.1	1131	1032	0	0
NM_001308861.1	721	622	38	59.2577
NM_001308865.1	1958	1859	1	0.521762
NM_001308866.2	1811	1712	0	0
NM_001308870.1	1830	1731	0	0
NM_001308872.1	2265	2166	74	33.1379
NM_001308876.1	1452	1353	203	145.529
NM_001308878.1	2290	2191	35.1929	15.5799
NM_001308879.1	2688	2589	73	27.3491
NM_001308882.2	1264	1165	82	68.2715
NM_001308885.1	1854	1755	1	0.552681
NM_001308886.1	3234	3135	197	60.9509
NM_001308888.2	637	538	262.437	473.145
NM_001308889.1	1663	1564	475	294.583
NM_001308892.1	549	450	7	15.0882
NM_001308896.1	1002	903	0	0
NM_001308898.1	1357	1258	0	0
NM_001308899.1	2293	2194	2.6965	1.19211
NM_001308902.1	785	686	0	0
NM_001308905.1	1535	1436	59	39.8519
NM_001308906.2	2136	2037	0.00351168	0.00167215
NM_001308908.1	908	809	0	0
NM_001308909.1	1836	1737	42	23.4531
NM_001308913.1	2259	2160	5.54707	2.49093
NM_001308915.1	1541	1442	2	1.34529
NM_001308918.1	965	866	0	0
NM_001308924.1	3079	2980	22	7.16074
NM_001319969.1	1722	1623	50	29.8815
NM_001319970.1	1068	969	124	124.122
NM_001367274.1	1042	943	0.000788102	0.000810629
NM_001367275.1	1033	934	12.3183	12.7926
NM_001367293.1	2261	2162	130.755	58.6617
NM_001367294.1	2136	2037	537.084	255.743
NM_001367295.1	2230	2131	0.371	0.168866
NM_001367296.1	2105	2006	91.4602	44.2235
XM_011413559.3	1856	1757	0	0
XM_011413566.3	3391	3292	1	0.29464
XM_011413583.3	1341	1242	0	0
XM_011413585.3	1269	1170	0	0
XM_011413589.3	5392	5293	0.240926	0.0441503
XM_011413590.3	5222	5123	29.1921	5.52704
XM_011413596.3	1119	1020	0	0
XM_011413597.3	2536	2437	0	0
XM_011413601.3	3080	2981	0	0
XM_011413602.3	3013	2914	12	3.99432
XM_011413623.3	1877	1778	29	15.8204
XM_011413624.3	2409	2310	4	1.67958
XM_011413626.3	5017	4918	0	0
XM_011413629.3	3564	3465	0	0
XM_011413631.3	1371	1272	0	0
XM_011413632.3	1739	1640	0	0
XM_011413633.3	1667	1568	1	0.618594
XM_011413636.3	1087	988	36	35.3425
XM_011413642.3	1701	1602	0	0
XM_011413646.3	1893	1794	0	0
XM_011413649.3	806	707	1548	2123.75
XM_011413651.3	3224	3125	15	4.65578
XM_011413652.3	3776	3677	150.999	39.8321
XM_011413653.3	3811	3712	6.83978e-06	1.78725e-06
XM_011413654.3	3795	3696	0.000529882	0.000139059
XM_011413655.3	2831	2732	2.83937	1.00807
XM_011413656.3	5026	4927	0	0
XM_011413657.3	4988	4889	0	0
XM_011413658.3	4994	4895	2.18359	0.432683
XM_011413659.3	4990	4891	4.97382	0.986379
XM_011413660.3	4856	4757	0	0
XM_011413662.3	1889	1790	7	3.79312
XM_011413664.3	2379	2280	0	0
XM_011413665.3	2523	2424	32	12.8047
XM_011413666.3	2845	2746	14.3857	5.0814
XM_011413667.3	2122	2023	1.46318e-07	7.01542e-08
XM_011413668.3	2028	1929	0	0
XM_011413669.3	1984	1885	0	0
XM_011413671.3	2089	1990	2.28089	1.11174
XM_011413672.3	2083	1984	47.7191	23.3293
XM_011413673.3	2083	1984	0	0
XM_011413674.3	2009	1910	0	0
XM_011413675.3	1464	1365	0	0
XM_011413676.3	4562	4463	0	0
XM_011413677.3	5397	5298	0	0
XM_011413678.3	4041	3942	17	4.18296
XM_011413680.3	2785	2686	7	2.5278
