target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.99566	1.06448
NM_001305290.1	963	864	148	189.956
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	230	103.597
NM_001305294.1	435	336	0	0
NM_001305295.1	3641	3542	221	69.191
NM_001305296.1	1113	1014	477	521.658
NM_001305297.1	2361	2262	9	4.4122
NM_001305298.1	681	582	24.7509	47.16
NM_001305299.1	1313	1214	1.65505	1.51181
NM_001305300.1	2361	2262	4	1.96098
NM_001305301.1	5652	5553	132.617	26.4836
NM_001305302.1	1626	1527	1	0.726218
NM_001305303.1	1254	1155	6	5.7607
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	72.2456	24.0083
NM_001305306.1	1631	1532	0	0
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.66763
NM_001305309.1	1685	1586	3	2.09761
NM_001305310.1	833	734	56	84.6053
NM_001305311.1	1912	1813	1	0.611657
NM_001305312.1	3517	3418	76.0948	24.6882
NM_001305313.2	1779	1680	937.995	619.152
NM_001305314.1	524	425	1144	2984.99
NM_001305315.1	1100	1001	24.238	26.8515
NM_001305316.1	3845	3746	4	1.18413
NM_001305317.1	1655	1556	43	30.6454
NM_001305318.1	772	673	2588	4264.37
NM_001305319.1	2422	2323	12	5.72846
NM_001305320.1	1257	1158	11	10.5339
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	15.3696	9.18315
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	0	0
NM_001305325.1	1260	1161	237.885	227.216
NM_001305326.1	2144	2045	1	0.542266
NM_001305327.1	1474	1375	0	0
NM_001305328.1	1420	1321	67	56.2442
NM_001305329.1	3088	2989	19.0782	7.07811
NM_001305330.1	1983	1884	10	5.88606
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	232	100.97
NM_001305333.1	1727	1628	1099	748.599
NM_001305334.1	1170	1071	4	4.14168
NM_001305335.1	1420	1321	69	57.9231
NM_001305336.1	1301	1202	11	10.1483
NM_001305337.1	3182	3083	171	61.5075
NM_001305338.1	561	462	222	532.864
NM_001305339.1	1063	964	4	4.60139
NM_001305340.1	1914	1815	167	102.034
NM_001305341.1	3018	2919	7.23062	2.74693
NM_001305342.1	1568	1469	11	8.3038
NM_001305343.1	381	282	877	3448.71
NM_001305344.1	1713	1614	8	5.49658
NM_001305345.1	478	379	0	0
NM_001305346.1	794	695	0	0
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	0	0
NM_001305349.1	2016	1917	6.95215	4.02164
NM_001305350.1	1904	1805	2.3358	1.43504
NM_001305351.1	1392	1293	1	0.857644
NM_001305352.1	874	775	1570	2246.49
NM_001305353.1	1804	1705	9	5.85361
NM_001305354.1	2065	1966	16.1134	9.08883
NM_001305355.1	2154	2055	1817.89	980.984
NM_001305356.1	5728	5629	134	26.3985
NM_001305358.1	1594	1495	36	26.7034
NM_001305359.1	1918	1819	8.46562	5.16098
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	11	13.7368
NM_001305362.1	2744	2645	677	283.837
NM_001305363.1	1608	1509	668	490.9
NM_001305364.1	1404	1305	0	0
NM_001305365.1	1546	1447	42	32.1874
NM_001305367.1	523	424	372.17	973.377
NM_001305368.2	1716	1617	7.69184	5.27504
NM_001305369.2	583	484	1560	3574.25
