target_id	length	eff_length	est_counts	tpm
NM_001305288.1	1667	1568	0	0
NM_001305289.1	2178	2079	1.49756	0.604975
NM_001305290.1	963	864	303	294.534
NM_001305291.1	722	623	0	0
NM_001305292.1	2315	2216	0	0
NM_001305293.1	2561	2462	281	95.8571
NM_001305294.1	435	336	1	2.49958
NM_001305295.1	3641	3542	201	47.66
NM_001305296.1	1113	1014	610	505.24
NM_001305297.1	2361	2262	0	0
NM_001305298.1	681	582	19.0502	27.4905
NM_001305299.1	1313	1214	8.7902	6.08116
NM_001305300.1	2361	2262	15	5.56935
NM_001305301.1	5652	5553	120.808	18.2715
NM_001305302.1	1626	1527	2	1.10001
NM_001305303.1	1254	1155	6	4.3629
NM_001305304.1	774	675	0	0
NM_001305305.1	3436	3337	69.6067	17.5187
NM_001305306.1	1631	1532	8	4.38568
NM_001305307.1	543	444	0	0
NM_001305308.1	1760	1661	1	0.505634
NM_001305309.1	1685	1586	4	2.11818
NM_001305310.1	833	734	83	94.9704
NM_001305311.1	1912	1813	0	0
NM_001305312.1	3517	3418	111.585	27.4184
NM_001305313.2	1779	1680	1308.29	654.034
NM_001305314.1	524	425	1854	3663.76
NM_001305315.1	1100	1001	647.932	543.628
NM_001305316.1	3845	3746	2	0.448403
NM_001305317.1	1655	1556	38	20.5107
NM_001305318.1	772	673	3197	3989.64
NM_001305319.1	2422	2323	17	6.14619
NM_001305320.1	1257	1158	6	4.3516
NM_001305321.1	2333	2234	0	0
NM_001305322.1	1955	1856	33.6553	15.2294
NM_001305323.1	1697	1598	0	0
NM_001305324.1	4857	4758	3.43828	0.606908
NM_001305325.1	1260	1161	109.901	79.5013
NM_001305326.1	2144	2045	2	0.821378
NM_001305327.1	1474	1375	2	1.22161
NM_001305328.1	1420	1321	63	40.0538
NM_001305329.1	3088	2989	0	0
NM_001305330.1	1983	1884	14	6.24099
NM_001305331.1	1416	1317	0	0
NM_001305332.1	2647	2548	278.9	91.9297
NM_001305333.1	1727	1628	2077	1071.49
NM_001305334.1	1170	1071	2	1.56836
NM_001305335.1	1420	1321	171	108.717
NM_001305336.1	1301	1202	11	7.68589
NM_001305337.1	3182	3083	212	57.7522
NM_001305338.1	561	462	310	563.541
NM_001305339.1	1063	964	34.1708	29.7704
NM_001305340.1	1914	1815	278	128.639
NM_001305341.1	3018	2919	4.18216	1.2033
NM_001305342.1	1568	1469	14	8.0041
NM_001305343.1	381	282	1635	4869.39
NM_001305344.1	1713	1614	9	4.68323
NM_001305345.1	478	379	5.07492	11.246
NM_001305346.1	794	695	136.159	164.538
NM_001305347.1	529	430	0	0
NM_001305348.1	5074	4975	1	0.168816
NM_001305349.1	2016	1917	0	0
NM_001305350.1	1904	1805	0	0
NM_001305351.1	1392	1293	7.46014	4.84568
NM_001305352.1	874	775	2608	2826.26
NM_001305353.1	1804	1705	4	1.97034
NM_001305354.1	2065	1966	64.5225	27.5635
NM_001305355.1	2154	2055	1392.38	569.052
NM_001305356.1	5728	5629	191.854	28.6249
NM_001305358.1	1594	1495	48	26.9654
NM_001305359.1	1918	1819	2.38064	1.09917
NM_001305360.1	1214	1115	0	0
NM_001305361.1	987	888	10	9.45787
NM_001305362.1	2744	2645	1492	473.75
NM_001305363.1	1608	1509	1083	602.761
NM_001305364.1	1404	1305	2	1.28714
NM_001305365.1	1546	1447	81	47.0135
NM_001305367.1	523	424	569.051	1127.18
NM_001305368.2	1716	1617	12.3024	6.38979
NM_001305369.2	583	484	2543	4412.73
NM_001305370.1	1788	1689	51.7134	25.7146
NM_001305371.1	1531	1432	6	3.51896
NM_001305372.1	792	693	791	958.626
NM_001305373.1	1593	1494	3100	1742.68
NM_001305375.1	527	428	29	56.9063
NM_001305376.1	674	575	278.746	407.143
NM_001305377.1	3063	2964	75.9989	21.5345
NM_001305378.1	3255	3156	52.548	13.9838
NM_001305379.1	5926	5827	31.8157	4.58567
NM_001305380.1	2571	2472	16.3668	5.56058
NM_001305381.2	1961	1862	55	24.8079
NM_001308835.1	2208	2109	9.75086	3.88305
NM_001308838.2	1156	1057	0	0
NM_001308841.1	1419	1320	191	121.525
